Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,31169,-,-,India,19.95,76.45,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Temperature,Pressure,Wind Speed
2001,3,16,21,30,0,0,12,28.717866744071102,952.8494873046875,2.5335607528686523
2001,3,16,22,30,0,0,12,27.703721119105694,952.5411987304688,2.1950161457061768
2001,3,16,23,30,0,0,12,26.74783035237141,952.35107421875,1.9780014753341675
2001,3,17,0,30,0,0,12,25.848818552342436,952.0570678710938,2.182615041732788
2001,3,17,1,30,0,0,10,24.939583719727807,951.9397583007812,2.6922109127044678
2001,3,17,2,30,0,0,8,24.00540495787419,951.6900024414062,3.0227015018463135
2001,3,17,3,30,0,0,6,23.248221539418694,951.9772338867188,3.075211524963379
2001,3,17,4,30,0,0,5,22.74103535124658,952.3344116210938,2.947275400161743
2001,3,17,5,30,0,0,4,22.386655971765606,952.791748046875,2.7906723022460938
2001,3,17,6,30,0,0,4,23.517418433918294,953.39599609375,2.6123886108398438
2001,3,17,7,30,105,199,4,26.583000015605307,953.658203125,2.083998203277588
2001,3,17,8,30,164,505,1,31.924849219424857,953.8623046875,2.247462749481201
2001,3,17,9,30,203,642,0,36.206188163247816,953.9066162109375,2.427708148956299
2001,3,17,10,30,227,719,0,38.93978805696105,953.4029541015625,2.105374574661255
2001,3,17,11,30,240,759,0,40.896977254964554,952.4772338867188,1.7598785161972046
2001,3,17,12,30,244,772,0,42.05714917423745,951.3027954101562,1.5157352685928345
2001,3,17,13,30,241,761,0,42.18661855224292,950.1936645507812,1.3752728700637817
2001,3,17,14,30,228,723,0,41.37124219124951,949.2678833007812,1.2423913478851318
2001,3,17,15,30,206,651,0,39.745509504410165,948.9532470703125,1.1702407598495483
2001,3,17,16,30,168,521,0,37.30329996609129,948.92333984375,1.123429298400879
2001,3,17,17,30,114,185,5,33.89945882324707,949.2933959960938,1.1289573907852173
2001,3,17,18,30,0,0,5,31.848203771225258,949.9852294921875,1.293735384941101
2001,3,17,19,30,0,0,7,30.82364053215207,950.5536499023438,1.480933666229248
2001,3,17,20,30,0,0,6,29.850532052435597,951.2980346679688,1.5662659406661987
2001,3,17,21,30,0,0,7,28.822672293874405,951.5650024414062,1.5060368776321411
2001,3,17,22,30,0,0,4,27.818075610152903,951.4969482421875,1.4277909994125366
2001,3,17,23,30,0,0,5,26.789901338309335,951.2445068359375,1.5349880456924438
2001,3,18,0,30,0,0,3,25.653748218466035,950.8424072265625,1.776613473892212
2001,3,18,1,30,0,0,2,24.5563375837707,950.4320678710938,1.9911118745803833
2001,3,18,2,30,0,0,1,23.477899178645487,950.3480834960938,2.1331515312194824
2001,3,18,3,30,0,0,1,22.52677523141773,950.7958984375,2.264664649963379
2001,3,18,4,30,0,0,0,21.764591921139186,951.491943359375,2.357653856277466
2001,3,18,5,30,0,0,0,21.177499467481937,952.306396484375,2.3890974521636963
2001,3,18,6,30,0,0,0,22.662532152673975,953.3867797851562,2.3384640216827393
2001,3,18,7,30,106,189,0,26.665750593011808,953.8719482421875,1.8137266635894775
2001,3,18,8,30,164,508,-1,32.843085849017086,954.6370849609375,1.0551058053970337
2001,3,18,9,30,203,640,0,37.4114969230626,954.7076416015625,1.0689244270324707
2001,3,18,10,30,226,712,3,39.88974329159248,954.1214599609375,1.3837767839431763
2001,3,18,11,30,238,749,5,41.3696249071009,953.0313110351562,1.6533452272415161
2001,3,18,12,30,242,759,7,42.02300808927947,951.9939575195312,1.816895604133606
2001,3,18,13,30,372,572,8,41.696577139981,950.8619995117188,1.8596265316009521
2001,3,18,14,30,420,253,8,40.52869727998825,949.9474487304688,1.6860949993133545
2001,3,18,15,30,253,27,9,38.68140414955229,949.9923095703125,1.5036786794662476
2001,3,18,16,30,83,0,10,36.26440144722153,950.2720336914062,1.301275372505188
2001,3,18,17,30,103,47,11,34.23147453875106,951.15625,1.198826789855957
2001,3,18,18,30,0,0,12,33.09028257829482,951.5556640625,1.3368456363677979
2001,3,18,19,30,0,0,12,32.68278090287072,952.2516479492188,1.674520492553711
2001,3,18,20,30,0,0,12,32.18295351693581,953.0681762695312,1.9504598379135132
2001,3,18,21,30,0,0,12,31.649762132953413,952.9591674804688,2.0939793586730957
